index,rank,rank-no,player_id,core_shots,core_goals,core_saves,core_assists,core_shooting_percentage,boost_bpm,boost_count_stolen_big,movement_avg_speed_percentage,movement_percent_supersonic_speed,movement_percent_ground,movement_percent_high_air,positioning_percent_most_back,positioning_percent_most_forward,positioning_percent_closest_to_ball,positioning_percent_farthest_from_ball,positioning_percent_behind_ball,positioning_percent_infront_ball,positioning_percent_defensive_third,positioning_percent_offensive_third,demo_inflicted,playstyle
222,diamond-3,15,MikeWazovskiii,0.46,57.916,0.24,9.166,50.833,298.3,0.5,61.421,7.227,63.887,2.155,31.239,34.331,32.995,32.886,69.514,30.485,49.219,22.676,0.1,
223,diamond-3,15,Dorasis,0.387,35.833,0.187,20,45.833,438.8,1.169,69.299,17.89,54.872,3.597,26.86,45.046,35.363,32.394,62.942,37.057,43.39,24.487,0.347,
224,diamond-3,15,d811d5f9fc010900,0.289,29.166,0.262,18.333,40,377.5,0.731,62.5,11.436,57.599,3.216,27.954,37.627,36.737,29.554,66.509,33.49,45.148,25.792,0.079,
225,diamond-3,15,603e0f0b68754ddba5d22485fc1c7537,0.199,17.708,0.239,0,30,393,0.879,65.647,11.455,58.511,3.683,31.149,37.387,33.784,33.916,67.813,32.186,48.176,23.125,0.459,
226,diamond-3,15,Daniel96PS,0.451,19.791,0.309,15.625,15.833,175.3,0.214,53.852,3.359,68.176,2.556,36.139,30.871,34.798,30.634,73.647,26.352,54.614,17.503,0.04,
227,diamond-3,15,560ab913c3b54cc28a248235c375bb9f,0.383,36.458,0.171,22.916,38.666,379.3,0.69,59.699,6.788,62.261,3.703,30.176,35.48,33.135,31.085,67.838,32.161,47.165,21.987,0.32,
228,diamond-3,15,d6a70b02beb542fa9bd5d86d96892d6e,0.449,30.166,0.306,15.333,43.666,246.6,0.317,57.586,5.161,70.705,3.068,41.952,28.972,29.245,40.839,79.092,20.907,52.881,17.499,0.074,
229,diamond-3,15,7.66E+16,0.407,43.333,0.235,17.5,54.999,380.6,0.655,65.434,12.268,56.914,4.05,33.665,32.438,31.446,33.762,73.886,26.113,48.027,21.586,0.1,
230,diamond-3,15,jefemaestro_one,0.54,33.333,0.34,25,24.333,352.8,0.6,64.93,11.891,57.703,5.813,34.715,35.214,38.894,29.841,72.621,27.378,52.561,21.178,0.1,
231,diamond-3,15,9eadf28fad6645289ed8d6ab23efcc75,0.403,33.333,0.269,7.407,24.999,295.4,0.826,59.952,6.573,64.417,4.157,35.642,33.102,34.464,34.286,74.159,25.84,51.445,18.856,0.202,
232,diamond-3,15,7.66E+16,0.4,23.809,0.131,11.904,20.333,378.7,0.953,64.182,11.98,62.773,4.144,30.396,37.682,34.607,34.252,67.506,32.493,41.321,27.11,0.211,
233,diamond-3,15,7.66E+16,0.437,19.444,0.195,27.777,10.333,314.9,0.557,62.83,8.777,63.853,3.731,33.326,32.008,34.44,31.491,71.895,28.104,42.222,24.559,0.2,
234,diamond-3,15,70494707f9010900,0.406,40.952,0.235,16.666,34.166,379.7,0.572,66.426,13.517,62.852,4.142,41.356,29.385,29.586,39.153,73.889,26.11,47.137,21.819,0.27,
235,diamond-3,15,7.66E+16,0.435,30,0.236,14.666,33.333,321.5,0.48,60.278,7.949,64.066,3.531,37.432,31.769,29.625,38.968,72.187,27.812,51.196,18.774,0.153,
236,diamond-3,15,02f9d7dc25b44f5a87884bdfee413f14,0.522,14.814,0.252,18.518,14.444,393.7,0.814,67.369,13.766,54.282,4.955,30.098,36.036,37.363,30.906,70.796,29.203,49.115,20.447,0.132,
237,diamond-3,15,7.66E+16,0.38,33.333,0.179,17.777,27.499,424.6,0.5,68.169,13.853,54.14,5.944,34.829,34.803,33.368,36.013,70.874,29.125,51.221,21.084,0.14,
238,diamond-3,15,7356a58431f9429fba0de1f55a58056f,0.427,35.37,0.257,25.74,41.666,366.8,0.33,64.269,9.59,60.937,2.089,37.426,33.082,30.558,36.727,74.005,25.994,51.296,19.348,0.115,
239,diamond-3,15,60d46510903d45bf922dbb7958e6356b,0.532,40.833,0.193,2.5,27.499,272.7,0.426,61.182,7.222,64.617,2.992,43.09,27.684,30.423,39.484,77.913,22.086,52.419,17.901,0.11,
240,diamond-3,15,33076c0000000900,0.334,40.833,0.229,15,60.333,291.7,0.568,62.278,7.384,66.244,2.634,32.963,37.234,33.488,36.043,69.832,30.167,49.679,22.298,0.254,
241,diamond-2,14,2070b0a2f8a742c0b187882691bb2789,0.592,55.303,0.159,9.545,44.999,339.3,0.371,61.76,8.699,63.024,1.99,30.594,35.126,38.338,29.824,72.413,27.586,45.681,23.034,0.136,
242,diamond-2,14,7.66E+16,0.455,39,0.161,18.333,36.666,310.3,0.509,64.082,8.925,67.491,2.279,31.143,35.568,29.748,37.906,69.265,30.734,47.37,19.515,0.166,
243,diamond-2,14,7a546367b1a040019eedd7040785c941,0.24,20.37,0.257,22.222,20,352.7,0.582,62.204,10.399,57.772,4.889,38.539,31.583,32.162,38.341,73.536,26.463,49.518,21.461,0.188,
244,diamond-2,14,a066d20500000900,0.521,20.37,0.189,20.37,14.166,351.5,0.646,62.86,8.507,63.819,2.688,27.955,36.732,38.287,27.428,70.804,29.195,46.317,25.4,0.192,
245,diamond-2,14,7.66E+16,0.418,35.185,0.29,25,28.333,289.3,0.283,59.282,6.281,59.416,3.513,38.41,29.147,34.431,32.827,72.415,27.584,50.33,18.657,0.02,
246,diamond-2,14,7.66E+16,0.499,42.592,0.273,22.222,38.333,307.4,0.725,60.547,6.389,57.525,4.894,31.201,36.729,33.538,34.144,67.833,32.166,49.12,20.172,0.14,
247,diamond-2,14,7.66E+16,0.293,21.296,0.1,2.777,30,331.9,0.551,63.539,11.735,60.46,2.477,36.844,31.613,34.602,33.326,72.424,27.575,52.975,19.04,0.213,
248,diamond-2,14,7.66E+16,0.48,31.481,0.38,20.37,25.833,303.4,0.52,61.152,8.526,59.847,3.463,31.564,32.018,35.046,29.373,71.759,28.24,51.648,19.051,0.06,
249,diamond-2,14,0927a72ee6054fbe8d5ec0faf32017bb,0.479,27.5,0.289,29.166,30.166,332.8,0.65,61.06,10.783,59.417,3.221,41.715,29.222,31.231,38.484,77.642,22.357,51.421,17.492,0.134,
250,diamond-2,14,7.66E+16,0.557,22.916,0.131,23.75,11.666,335.3,0.513,62.291,9.043,63.069,3.8,29.745,33.806,31.106,33.581,71.017,28.982,47.844,20.95,0.111,
251,diamond-2,14,7.66E+16,0.521,47.5,0.164,33.333,41.666,289.2,0.413,61.73,7.527,64.989,1.091,29.683,36.055,35.078,31.546,72.308,27.691,52.974,17.205,0.184,
252,diamond-2,14,48deac376d5e4d03b0d4426736b6ece4,0.399,36.666,0.22,18.333,39.166,389.3,0.539,65.326,13.476,61.568,2.448,34.442,34.539,31.193,38.82,70.728,29.271,54.626,16.646,0.119,
253,diamond-2,14,7.66E+16,0.391,29.629,0.271,37.037,36.999,379.5,0.332,62.013,7.896,61.292,1.597,33.022,30.57,33.542,30.007,76.034,23.965,52.534,16.507,0.02,
254,diamond-2,14,7.66E+16,0.452,26.851,0.197,3.703,39.166,297.1,1.027,62.026,11.337,51.735,1.974,40.948,33.015,29.831,42.699,73.334,26.665,54.101,20.301,0.093,
255,diamond-2,14,aki84uko_,0.276,5,0.127,8.333,5,435.1,0.991,71.36,18.787,55.888,3.337,31.859,38.531,29.259,41.424,64.786,35.213,47.115,23.91,0.383,
256,diamond-2,14,7.66E+16,0.367,34.259,0.213,8.333,29.333,259.7,0.637,58.234,8.465,60.033,3.816,41.23,29.823,28.241,38.761,74.974,25.025,56.373,18.434,0,
257,diamond-2,14,92a599e1f0fc4c71bc6f047d77721961,0.512,25.37,0.084,22.222,15.166,290.2,0.261,62.291,6.963,60.228,3.192,31.764,35.711,32.93,35.11,69.299,30.7,49.528,20.203,0.06,
258,diamond-2,14,46ea1f9f9d444caba54e2f4a41386cc4,0.513,35.833,0.16,6.666,27.952,262.4,0.599,57.708,6.103,67.239,1.453,30.515,35.634,31.001,34.642,68.368,31.631,49.314,18.536,0.14,
259,diamond-2,14,fc213e4e47394beca4ce8acce6c43552,0.672,36.19,0.248,14.285,35.833,430.7,1.176,62.643,12.575,64.807,2.115,32.602,38.781,31.761,41.883,67.645,32.354,50.793,23.145,0.468,
260,diamond-2,14,1f992ebec8f849a798ba806ffe697d0f,0.336,38.333,0.169,8.333,68.333,259.7,0.265,57.626,3.978,68.606,3.02,38.861,27.329,30.753,34.387,75.819,24.18,57.222,13.271,0.113,
261,diamond-2,14,1.04E+15,0.43,38.333,0.267,33.333,50.5,306.8,0.592,60.421,10.546,66.475,3.051,32.296,36.566,37.629,32.031,69.674,30.325,49.15,24.661,0.201,
262,diamond-2,14,7.66E+16,0.367,32.407,0.401,5.555,32,331.4,0.526,63.995,12.356,63.938,2.594,41.02,29.06,30.76,40.09,78.664,21.335,59.579,13.204,0.136,
263,diamond-2,14,7.66E+16,0.371,38.888,0.232,31.481,26.666,317.9,0.443,61.226,9.788,63.651,2.931,34.055,34.14,36.078,32.368,75.426,24.573,56.806,16.621,0.237,
264,diamond-2,14,5ec28711ca68430180be3123edbccf86,0.383,35.416,0.165,6.25,16.166,275,0.544,58.913,7.065,66.099,1.948,31.564,35,32.215,32.69,71.717,28.282,52.78,18.923,0.217,
265,diamond-2,14,128f27caa8c44d5ba14ab0080e016fa3,0.423,40,0.212,38.333,33.999,323.7,0.41,65.517,10.997,58.663,5.193,35.308,35.761,33.161,36.664,73.836,26.163,50.936,18.485,0.07,
266,diamond-2,14,7.66E+16,0.384,42.592,0.204,18.518,35,329.8,0.628,60.547,7.23,60.795,3.529,28.783,34.876,40.4,27.088,76.132,23.867,46.334,22.261,0.024,
267,diamond-2,14,7.66E+16,0.332,7.407,0.373,24.074,6.666,202.7,0.336,57.395,3.87,67.77,2.403,40.5,27.582,26.432,39.303,76.619,23.38,52.21,16.462,0.032,
268,diamond-2,14,594446f6f3010900,0.412,39.166,0.167,27.083,32,272.7,0.506,61.591,7.76,56.057,3.202,28.876,35.316,38.204,27.276,70.952,29.047,44.572,25.372,0.119,
269,diamond-2,14,7.66E+16,0.451,30.833,0.329,24.166,28.333,330.4,0.666,61.317,6.166,65.77,2.148,38.403,30.476,28.044,38.299,71.071,28.928,47.984,20.438,0.225,
270,diamond-2,14,7.66E+16,0.54,39.166,0.28,3.333,40.666,388.5,0.939,65.773,10.54,59.027,3.758,31.866,36.421,35.731,32.3,69.291,30.708,48.689,19.571,0.04,
271,platinum-3,12,788a2e4a38a24be4955a3cca3aa08567,0.396,33.333,0.204,9.259,32.5,250.7,0.509,60.439,7.369,67.011,2.208,33.953,33.452,31.683,36.897,71.615,28.384,51.553,17.646,0.133,
272,platinum-3,12,7c96d3f78e034ea6b49cb0fa2d922f02,0.346,34.259,0.207,20.37,30,328.9,0.636,61.126,7.238,62.615,1.766,33.327,34.51,33.548,35.457,70.166,29.833,54.079,19.386,0.136,
273,platinum-3,12,7.66E+16,0.324,37.333,0.074,20,41.666,461.9,0.981,69.295,18.864,52.429,4.201,30.211,41.855,34.252,37.096,63.653,36.346,43.942,25.108,0.283,
274,platinum-3,12,3252981cb7ef4910b0932f2e589bebb9,0.291,11.481,0.093,5.555,13.333,304.9,0.439,62.395,7.302,65.147,3.248,40.399,32.405,30.84,40.997,72.94,27.059,55.156,16.476,0.208,
275,platinum-3,12,7.66E+16,0.379,32.592,0.159,10.37,36.5,329.3,0.439,60.26,8.518,63.651,4.528,40.708,31.194,29.97,40.223,73.699,26.3,55.499,15.349,0.099,
276,platinum-3,12,mortonp11,0.28,31.481,0.154,28.703,38.333,310.9,0.499,56.613,6.154,70.314,1.696,39.173,31.706,28.91,40.658,72.333,27.666,55.072,18.188,0.1,
277,platinum-3,12,7.66E+16,0.457,42.5,0.159,21.666,43.333,345.1,0.618,61.417,8.985,57.954,2.78,31.17,36.711,35.582,33.32,69.305,30.694,45.881,23.653,0.239,
278,platinum-3,12,03fa7baaf84e451d90b97ccd265fc661,0.345,17,0.153,17,24.166,293.4,0.36,59.013,6.544,63.078,3.232,35.385,29.926,36.187,28.76,75.21,24.789,49.817,17.507,0.171,
279,platinum-3,12,4f0a241cce1247088788c5cc73593050,0.329,25.925,0.213,20.37,44.999,311.9,0.472,59.752,6.383,63.839,3.108,40.352,30.002,29.585,40.344,75.155,24.844,55.618,17.773,0.057,
280,platinum-3,12,7.66E+16,0.347,37.037,0.155,40.74,40,343,0.845,62.795,12.086,63.178,1.526,31.776,36.611,31.487,37.673,71.924,28.075,46.632,24.273,0.137,
281,platinum-3,12,Masta8326,0.249,26.851,0.145,45.555,20,247.5,0.406,60.886,5.995,62.732,2.612,32.107,34.266,33.908,33.13,73.032,26.967,49,22.342,0.117,
282,platinum-3,12,7.66E+16,0.453,43.75,0.2,12.5,29.5,326.1,0.544,63.804,9.698,64.229,4.454,37.059,33.771,28.634,39.15,71.317,28.682,47.526,22.382,0.093,
283,platinum-3,12,9468636bf0010900,0.47,42.407,0.152,35.74,42.499,301.3,0.674,60.247,8.634,60.903,2.047,34.434,34.43,31.52,36.076,72.723,27.276,49.754,19.861,0.113,
284,platinum-3,12,738ec064fc010900,0.28,37.777,0.205,21.111,23.666,323.1,0.628,60.534,8.259,59.758,4.584,33.18,33.317,36.406,31.788,69.844,30.155,52.906,18.49,0.06,
285,platinum-3,12,4ff3a00eeaa00900,0.225,20.833,0.191,22.5,22.5,254.2,0.732,67.395,13.693,57.52,0.786,42.783,31.817,20.851,53.424,74.65,25.349,56.784,16.644,0.348,
286,platinum-3,12,b854e09c06364b308a6a960564e57282,0.347,22.5,0.157,25,41.666,318.8,0.332,63.078,9.722,68.252,2.445,38.146,30.151,29.609,39.19,77.168,22.831,44.501,20.602,0.097,
287,platinum-3,12,7.66E+16,0.54,39.166,0.28,3.333,40.666,388.5,0.939,65.773,10.54,59.027,3.758,31.866,36.421,35.731,32.3,69.291,30.708,48.689,19.571,0.04,
288,platinum-3,12,1.04E+15,0.43,38.333,0.267,33.333,50.5,306.8,0.592,60.421,10.546,66.475,3.051,32.296,36.566,37.629,32.031,69.674,30.325,49.15,24.661,0.201,
289,platinum-3,12,18db22c7ad04422780a3395207056d9c,0.557,40,0.165,18.333,38.333,375.3,0.938,66.217,13.763,67.291,0.74,29.733,37.872,33.844,32.678,71.71,28.289,46.631,26.788,0.186,
290,platinum-3,12,1f992ebec8f849a798ba806ffe697d0f,0.336,38.333,0.169,8.333,68.333,259.7,0.265,57.626,3.978,68.606,3.02,38.861,27.329,30.753,34.387,75.819,24.18,57.222,13.271,0.113,
291,platinum-3,12,7.66E+16,0.478,32,0.237,17.833,31.666,250.4,0.517,62.452,6.954,61.484,2.214,31.733,36.157,34.746,33.272,72.628,27.371,45.385,23.477,0.1,
292,platinum-3,12,831c24e7f2010900,0.34,42.142,0.14,5.714,24.166,209.4,0.219,55.408,4.498,61.441,2.624,34.747,35.716,35.947,36.829,71.198,28.801,48.19,22.905,0.02,
293,platinum-3,12,7.66E+16,0.442,24.166,0.174,25.833,21.249,393.6,0.682,64.091,11.022,58.918,2.824,29.473,38.696,38.196,29.108,69.511,30.488,47.637,21.737,0.154,
294,platinum-3,12,7.66E+16,0.113,12.5,0.412,19.791,10,196.8,0.052,52.63,3.249,64.134,1.297,55.262,21.908,28.176,44.197,82.027,17.972,73.255,8.626,0,
295,platinum-3,12,b230e30e00000900,0.493,45,0.282,21.666,39.166,230.9,0.482,59.46,5.584,55.446,3.075,33.118,34.085,33.678,35.393,70.603,29.396,52.909,21.952,0.038,
296,platinum-3,12,08f37126a4e448cb96f5e558c2869590,0.611,68.75,0.254,13.541,36.833,382.7,0.708,64.421,11.872,63.854,2.25,36.999,35.77,36.516,36.482,75.819,24.18,55.457,17.932,0.098,
297,platinum-3,12,3aa93dde0e174f48998e58934a9f5cd2,0.236,13.541,0.128,7.291,14.166,231.5,0.238,59.108,5.83,64.975,1.389,30.093,33.8,34.312,31.452,73.388,26.611,53.129,17.204,0.094,
298,platinum-3,12,4ed81ec9f1010900,0.178,17.708,0.09,18.75,20,213.3,0.151,58.926,5.416,68.63,1.357,39.518,30.755,29.41,37.509,75.46,24.539,59.225,14.699,0.052,
299,platinum-3,12,3f09749df9764e57a47634fac7ad7987,0.222,34.629,0.23,16.111,51.666,280.3,0.354,58.843,7.008,56.263,3.895,40.04,28.645,32.093,36.701,73.909,26.09,58.499,14.331,0.072,
300,platinum-3,12,7.66E+16,0.338,40,0.219,8.75,40.333,360.6,0.53,65.182,11.785,62.401,3.002,37.616,33.799,35.254,36.207,75.187,24.812,56.785,16.718,0.152,
301,diamond-1,13,01ffb94aa9b24385ac77245b7774b77d,0.336,18.5,0.169,30.5,35.357,358.5,0.496,65.104,9.906,64.609,2.886,42.008,30.225,25.083,44.414,74.544,25.455,54.224,18.388,0.22,
302,diamond-1,13,7.66E+16,0.478,28.333,0.224,48.333,23.333,346.3,0.457,63.021,7.885,60.395,2.191,30.7,35.538,36.294,30.468,70.427,29.572,47.539,23.745,0.078,
303,diamond-1,13,7.66E+16,0.423,22.083,0.115,28.541,16.666,235.8,0.43,55.695,4.681,73.029,1.459,36.447,31.724,31.288,34.54,74.349,25.65,50.473,18.556,0.077,
304,diamond-1,13,7.66E+16,0.821,69.444,0.313,16.851,42.547,388.2,0.586,64.152,11.126,55.483,4.108,30.679,37.516,37.611,31.856,72.114,27.885,48.349,20.328,0.095,
305,diamond-1,13,7.66E+16,0.214,21.111,0.154,8.888,40,392.2,0.494,66.173,11.012,65.122,3.732,35.437,30.313,29.672,37.886,73.867,26.132,51.827,16.204,0.255,
306,diamond-1,13,9ca96a8bde9c48a5a38377ad42f9d154,0.451,53.541,0.13,13.75,40.166,331.9,0.773,63.086,6.514,64.645,2.624,34.668,33.39,34.391,32.53,69.879,30.12,47.083,20.879,0.176,
307,diamond-1,13,fdcf350300000900,0.619,49.259,0.219,8.703,26.833,207.4,0.375,57.091,4.15,70.69,1.919,38.525,30.784,32.198,35.055,77.593,22.406,56.028,16.921,0.075,
308,diamond-1,13,2b8743d0f5010900,0.375,28.333,0.203,3.333,32.333,264.9,0.356,59.908,5.841,63.293,2.35,42.968,28.883,30.94,36.855,75.58,24.419,56.851,15.186,0.06,
309,diamond-1,13,7.66E+16,0.512,38.095,0.297,15.476,24.999,368,0.785,65.347,13.429,63.798,3.006,34.067,32.931,33.507,34.298,72.377,27.622,45.749,22.321,0.158,
310,diamond-1,13,c16fa50342554860ab988446b1c6dcc2,0.576,32.291,0.238,40.625,21.666,345.6,0.519,67.439,11.127,55.294,2.95,34.638,32.027,36.43,30.534,73.214,26.785,46.485,19.951,0.1,
311,diamond-1,13,7.66E+16,0.354,38.095,0.14,7.142,37.666,286.1,0.533,64.795,10.481,64.167,1.783,30.687,35.486,31.751,34.463,69.691,30.308,44.368,24.755,0.139,
312,diamond-1,13,7.66E+16,0.476,45,0.196,28.518,40.833,263.7,0.668,58.452,6.728,61.98,3.139,31.619,31.284,31.095,31.465,70.868,29.131,45.907,24.793,0.02,
313,diamond-1,13,7.66E+16,0.35,23.928,0.19,17.619,25,300.9,0.44,63.656,9.52,57.393,2.885,34.127,33.687,32.779,36.772,71.649,28.35,48.809,20.107,0.174,
314,diamond-1,13,7.66E+16,0.418,50,0.259,36.666,28.333,256.8,0.337,58.617,4.562,56.172,3.691,36.213,34.623,31.86,37.037,71.508,28.491,51.191,19.136,0.079,
315,diamond-1,13,7.66E+16,0.38,24.166,0.18,20,38.666,290.6,0.72,66.747,10.119,59.683,3.813,33.636,37.144,32.562,40.062,70.486,29.513,44.583,21.952,0.06,
316,diamond-1,13,KinnarBahu,0.62,45.625,0.28,33.75,35.416,414.5,0.74,66.53,12.766,65.083,4.684,30.213,40.495,36.776,33.23,66.204,33.795,45.78,25.006,0.26,
317,diamond-1,13,23393204762248839f6ba49d8c81faa4,0.32,22.619,0.2,42.142,28.333,348.4,0.66,62.36,8.463,64.402,1.893,31.805,35.552,32.398,36.159,66.807,33.192,47.678,22.279,0.26,
318,diamond-1,13,Tyhor_98,0.48,21.666,0.26,20.238,26.666,243.8,0.18,59.865,6.907,68.803,2.096,39.989,26.782,33.935,33.49,73.59,26.409,50.242,20.289,0.02,
319,diamond-1,13,b854e09c06364b308a6a960564e57282,0.347,22.5,0.157,25,41.666,318.8,0.332,63.078,9.722,68.252,2.445,38.146,30.151,29.609,39.19,77.168,22.831,44.501,20.602,0.097,
320,diamond-1,13,*******,0.28,14.166,0.12,21.666,16,294,0.4,61.039,9.137,64.783,2.338,34.413,34.757,31.76,35.771,70.92,29.079,53.571,16.42,0.1,
321,diamond-1,13,7.66E+16,0.4,22.916,0.18,37.5,31.666,313,0.76,59.83,7.328,62.241,2.449,29.806,36.23,37.08,29.052,69.338,30.661,48.742,21.042,0.26,
322,diamond-1,13,7.66E+16,0.386,18.518,0.368,24.074,13.333,371.9,0.581,62.582,8.649,60.936,3.352,36.315,34.102,34.606,34.623,72.361,27.638,53.928,19.418,0.157,
323,diamond-1,13,7.66E+16,0.525,50,0.197,0,35.833,160.4,0.35,58.365,4.046,69.452,0.859,39.014,30.506,26.471,42.055,74.127,25.872,56.315,15.326,0.097,
324,diamond-1,13,7.66E+16,0.243,11.111,0.215,33.333,10,250.5,0.638,55.856,5.299,66.098,1.484,34.504,35.296,33.952,37.01,72.204,27.795,49.156,20.367,0.191,
325,diamond-1,13,7.66E+16,0.453,43.75,0.2,12.5,29.5,326.1,0.544,63.804,9.698,64.229,4.454,37.059,33.771,28.634,39.15,71.317,28.682,47.526,22.382,0.093,
326,diamond-1,13,TonyTonto,0.484,31.083,0.156,16.583,55,454.4,0.796,70.534,16.601,58.879,3.503,33.488,34.307,37.546,32.589,73.201,26.798,49.112,22.309,0.159,
327,diamond-1,13,770f962bfd010900,0.262,6.25,0.236,37.5,10,244.4,0.254,57.856,6.082,67.5,2.759,40.675,30.743,27.225,43.053,71.435,28.564,58.489,16.16,0.12,
328,diamond-1,13,7a418814f9010900,0.311,19.047,0.096,33.333,20,312,0.503,57.365,5.433,65.037,2.925,35.167,33.91,33.133,34.678,70.264,29.735,51.611,21.162,0.08,
329,diamond-1,13,19974848f3010900,0.36,18.518,0.14,20.185,29.999,308.1,0.34,62.852,7.138,65.868,4.146,41.949,28.463,31.6,38.073,77.251,22.748,53.995,16.468,0.1,
330,diamond-1,13,7.66E+16,0.674,79.166,0.236,6.666,57.083,327.5,0.695,63.673,11.485,56.556,3.961,31.954,37.892,39.828,32.434,71.18,28.819,47.892,23.067,0.42,
331,platinum-2,11,8e3e8deb25344a6f864b95db825db92f,0.274,20.833,0.232,19.791,20,291.2,0.433,63.152,10.234,55.482,3.998,36.151,31.858,32.37,36.233,74.121,25.878,50.338,19.379,0.12,
332,platinum-2,11,DonDieselShifty,0.337,15,0.125,12.5,13.333,276.6,0.746,62.434,8.026,69.332,2.479,38.651,32.039,32.358,37.931,70.967,29.032,52.259,19.807,0.194,
333,platinum-2,11,aa4db3e2ec60fb51,0.335,22.38,0.157,11.666,26.666,363,0.649,62.513,12.212,52.986,1.976,33.367,36.747,34.665,36.142,68.741,31.258,48.525,22.684,0.159,
334,platinum-2,11,c1d4b294df3f4083b02611c3e46146ce,0.512,42.5,0.209,30,64,304.9,0.695,60.786,9.032,62.254,3.061,36.845,34.266,36.839,33.257,73.847,26.152,53.937,19.03,0.169,
335,platinum-2,11,Naamtaar,0.217,35.833,0.193,17.5,39.999,251.5,0.412,59.543,4.807,63.882,3.483,36.559,33.009,30.437,37.995,71.019,28.98,51.797,19.638,0.115,
336,platinum-2,11,Deja_fan,0.399,15.833,0.12,7.5,30,369.4,0.92,60.352,8.561,66.001,2.059,28.285,38.327,33.589,33.321,64.859,35.14,45.643,24.477,0.26,
