index,rank,rank-no,player_id,core_shots,core_goals,core_saves,core_assists,core_shooting_percentage,boost_bpm,boost_count_stolen_big,movement_avg_speed_percentage,movement_percent_supersonic_speed,movement_percent_ground,movement_percent_high_air,positioning_percent_most_back,positioning_percent_most_forward,positioning_percent_closest_to_ball,positioning_percent_farthest_from_ball,positioning_percent_behind_ball,positioning_percent_infront_ball,positioning_percent_defensive_third,positioning_percent_offensive_third,demo_inflicted,playstyle
337,platinum-2,11,7.66E+16,0.414,20.666,0.393,15.833,20.666,243,0.422,59.621,6.103,63.635,2.717,40.798,30.066,31.123,37.84,75.683,24.316,55.872,15.631,0.047,
338,platinum-2,11,7.66E+16,0.422,41.666,0.168,30.333,26.666,302.1,0.653,61.469,6.868,64.199,2.866,32.527,35.717,30.376,36.677,72.273,27.726,44.039,24.688,0.117,
339,platinum-2,11,57e4bc0dde3048a8956b56767eab9a21,0.488,38.214,0.095,13.69,32.499,301.1,0.521,60.591,7.195,65.294,1.266,27.062,41.478,35.72,31.137,67.437,32.562,42.552,26.369,0.118,
340,platinum-2,11,*************,0.569,31.785,0.12,32.857,24.952,236.6,0.497,56.778,5.883,65.545,2.111,34.517,32.532,35.667,30.163,72.391,27.608,47.347,23.187,0.1,
341,platinum-2,11,***************,0.253,13.333,0.054,17.777,14.999,275.1,0.289,59.465,6.495,67.432,3.298,36.089,31.302,30.689,35.825,72.965,27.034,55.914,15.458,0.08,
342,platinum-2,11,79323b0800000900,0.317,21,0.1,27.5,29.999,148.6,0.228,56.595,3.329,70.28,1.971,28.563,38.061,32.247,33.287,67.633,32.366,46.217,23.616,0.04,
343,platinum-2,11,novahkiin26,0.282,27.083,0.238,26.041,33.333,333.4,0.479,59.634,6.065,61.829,2.055,31.757,34.915,37.132,29.091,73.911,26.088,50.681,20.49,0.02,
344,platinum-2,11,a8af419cfd1c43a5ad4123e2ab0740bf,0.426,43.333,0.281,15.833,35.333,199,0.423,61.013,6.656,71.706,1.422,35.952,33.664,32.435,35.375,75.752,24.247,51.799,18.181,0.1,
345,platinum-2,11,0f0a1768fe010900,0.47,48.333,0.06,10.833,68.333,372.6,0.526,64.991,10.814,57.56,3.567,32.43,34.308,35.033,33.398,71.227,28.772,47.553,21.765,0.04,
346,platinum-2,11,31566c9732d64e818b91a2e86a2ca171,0.492,41.666,0.198,11.666,34.5,402.7,0.977,61.873,10.536,70.131,1.132,37.753,34.067,32.01,39.116,73.049,26.95,52.436,19.764,0.237,
347,platinum-2,11,f831530000000900,0.409,38.333,0.137,21.666,25,314.5,0.546,61.991,8,67.156,3.673,30.69,34.422,38.004,28.053,71.04,28.959,50.135,21.93,0.197,
348,platinum-2,11,b942d10200000900,0.331,20,0.177,6.666,19.999,236,0.331,59.417,5.607,73.503,1.473,32.754,30.696,29.39,33.696,70.281,29.718,50.194,20.034,0.098,
349,platinum-2,11,a2833c8aad0446b595735b40e1cd0b53,0.355,19.166,0.19,20,23.333,342.4,0.555,61.134,7.062,65.127,1.814,43.007,28.048,28.158,40.814,78.717,21.282,54.329,14.707,0.06,
350,platinum-2,11,7.66E+16,0.291,30,0.16,9.166,34.999,273.6,0.629,61.652,8.428,62.094,2.071,31.398,37.409,32.065,36.44,67.274,32.725,46.389,22.839,0.146,
351,platinum-2,11,9e7b91a4b438434e84750c3e6a0e33c7,0.57,52.083,0.19,25,59,400,0.676,64.304,9.572,60.189,3.193,28.165,38.238,32.153,37.543,66.025,33.974,45.749,24.348,0.197,
352,platinum-2,11,AMZ_Seba_Sebo07,0.25,24.166,0.197,7.5,30,347.3,0.415,62.439,9.231,64.846,2.492,39.906,30.509,28.979,37.982,72.107,27.892,51.214,19.631,0.02,
353,platinum-2,11,f9df37f4e69147ff982f95d78fa0023c,0.545,45.925,0.108,16.481,34.142,301.4,0.593,63.313,6.113,63.462,2.827,26.656,36.963,31.7,35.577,70.397,29.602,45.393,23.227,0.124,
354,platinum-2,11,3d38245751f045659703a4417ebacdf6,0.33,30,0.13,15,26.666,344,0.606,63.43,10.665,67.344,1.367,32.048,35.13,31.624,35.285,69.17,30.829,49.673,22.066,0.471,
355,platinum-2,11,e09f790100000900,0.536,17.5,0.161,37.5,9.555,264.5,0.27,60.86,7.219,64.042,1.441,34.685,35.182,28.893,39.797,70.317,29.682,50.419,21.379,0.02,
356,platinum-2,11,51e00497f2010900,0.36,26.666,0.18,41.666,29.999,269.7,0.56,59.726,8.265,63.76,1.961,32.108,35.123,35.144,32.652,70.804,29.195,47.723,21.872,0.12,
357,platinum-2,11,HMK-1-,0.324,40,0.158,31.666,47.5,286.6,0.368,61.526,9.252,60.629,1.807,33.678,35.439,34.24,32.156,71.895,28.104,51.026,21.016,0.117,
358,platinum-2,11,406e7baec40f41209aea32fbb58ad81d,0.857,88.333,0.262,1.666,43.666,298.4,0.519,61.478,6.516,54.882,3.801,29.176,38.609,43.136,29.616,77.132,22.867,50.382,18.037,0.16,
359,platinum-2,11,e37170e9f9010900,0.104,10,0.197,19.166,10,196.1,0.27,48.56,2.721,80.081,1.232,42.977,29.831,26.509,44.66,74.604,25.395,58.007,14.074,0.035,
360,platinum-2,11,Geekella3,0.054,1.666,0,18.333,10,237.8,0.187,54.913,3.942,76.522,0.774,32.602,32.416,31.212,30.373,72.223,27.776,56.246,15.565,0.09,
361,platinum-1,10,f1f864f11b634d82a3c88049c0152b18,0.4,35.185,0.148,17.777,37.499,361.9,0.437,61.052,9.481,61.571,2.795,31.874,35.595,34.613,33.108,68.042,31.957,52.398,18.137,0.173,
362,platinum-1,10,5f5c8e88b8fc4e33aa68c458443ce094,0.752,42.5,0.252,37.5,34.833,410.6,0.704,63.947,13.047,55.903,4.502,31.539,33.878,42.553,23.693,75.33,24.669,49.865,20.864,0.09,
363,platinum-1,10,1379b86bd5a84b89aa6858e8928042b0,0.423,36,0.189,15,25.833,295.6,0.594,63.099,10.027,61.287,1.822,31.962,34.721,32.984,31.476,68.89,31.109,49.211,23.125,0.479,
364,platinum-1,10,e9e149dd0c9448b18c85de127ebe86c1,0.507,40.666,0.206,47.333,25.833,318.4,0.628,64.939,9.726,57.975,3.754,37.058,31.298,36.526,33.023,74.977,25.022,51.23,21.948,0.247,
365,platinum-1,10,7.66E+16,0.304,23.333,0.122,5.333,22.5,259.6,0.465,59.308,7.361,57.967,2.465,32.722,34.176,30.663,36.925,71.01,28.989,48.104,22.473,0.161,
366,platinum-1,10,7.66E+16,0.294,12.333,0.055,11.166,26.666,238.9,0.354,58.3,4.477,58.564,1.604,39.04,30.71,27.411,40.422,72.646,27.353,52.084,22.379,0.179,
367,platinum-1,10,7.66E+16,0.236,40.476,0.06,16.666,41.666,204.6,0.296,59.417,4.919,65.137,4.4,36.833,33.913,32.13,38.692,70.855,29.144,48.491,20.746,0.096,
368,platinum-1,10,6beb1aadd1da0900,0.344,25.37,0.118,27.222,38.333,224.5,0.187,58.478,5.655,68.424,1.383,35.809,30.759,31.462,34.383,74.431,25.568,54.165,16.518,0.131,
369,platinum-1,10,65ee7107ff7b4777b57ccdb01808ab4b,0.492,59.047,0.152,8.928,65.619,337.4,0.636,62.808,8.108,63.963,2.406,36.34,31.867,39.202,29.516,75.816,24.183,48.337,22,0.152,
370,platinum-1,10,7.66E+16,0.399,22.222,0.279,33.333,16.666,382.4,0.599,61.443,9.846,66.388,1.437,36.872,33.005,31.482,37.47,75.711,24.288,60.289,15.497,0.099,
371,platinum-1,10,7.66E+16,0.298,50,0.159,25,23.333,350.2,0.478,59.886,7.962,65.955,1.707,22.738,35.689,40.952,18.755,73.328,26.671,50.881,20.179,0.159,
372,platinum-1,10,8f6405fd66db4825b57e7c313302b722,0.179,27.777,0.02,11.111,10,184.4,0.279,55.039,5.2,71.351,1.123,41.311,30.56,26.679,44.892,74.985,25.014,63.553,13.559,0.04,
373,platinum-1,10,43854d4a2a35453ab1cb20dc71e114a4,0.28,43.75,0.323,10.416,37.5,227.7,0.323,54.256,3.512,69.75,1.759,34.145,33.162,35.609,30.616,70.652,29.347,50.17,22.544,0.169,
374,platinum-1,10,8f9ab529f5010900,0.617,41.851,0.111,17.037,32.38,334.8,0.876,65.73,12.423,53.225,3.383,35.786,37.177,29.091,44.767,67.426,32.573,46.945,23.896,0.078,
375,platinum-1,10,7.66E+16,0.51,37.291,0.04,19.791,28.666,321,0.512,64.373,8.969,58.646,3.3,35.697,32.567,31.88,36.581,73.448,26.551,46.124,21.279,0.257,
376,platinum-1,10,639dfa30f73f4ffd802504f271eb31d4,0.416,35.185,0.14,22.222,33.333,261.6,0.477,56.586,6.922,61.986,2.318,34.221,35.172,35.757,34.656,72.633,27.366,54.55,20.523,0.1,
377,platinum-1,10,TonyMontanaDL,0.197,13.888,0.04,8.333,20,229.7,0.216,62.282,8.157,61.753,0.956,26.847,37.657,37.063,28.898,70.159,29.84,50.681,18.487,0.076,
378,platinum-1,10,f01bdb64f0010900,0.52,27.142,0.216,28.333,22.142,261.2,0.776,59.682,7.787,65.335,2.528,37.824,32.84,28.223,40.352,70.212,29.787,49.649,21.503,0.569,
379,platinum-1,10,9fde564e0529484ea075505905b1cf89,0.553,35.925,0.26,39.629,39.999,366,0.633,61.291,8.829,60.035,2.85,30.744,37.797,39.101,32.033,68.444,31.555,47.987,23.232,0.12,
380,platinum-1,10,7.66E+16,0.237,26.851,0.157,13.888,49.166,284.1,0.64,57.643,9.88,73.705,0.821,43.176,33.238,25.096,49.068,71.741,28.258,53.203,23.01,0.502,
381,platinum-1,10,c1d724c130d64daa86311e6debef33e3,0.12,15.833,0.08,21.5,15,198.2,0.227,56.847,4.688,69.554,1.705,32.23,28.59,27.636,32.636,69.666,30.333,51.88,17.269,0.073,
382,platinum-1,10,aa9a804052b348968b8dee0e952b8fcd,0.615,59.333,0.141,15.333,44.833,371.5,0.956,62.552,10.449,50.414,5.567,27.704,42.878,50.537,22.465,67.815,32.184,49.737,22.907,0.113,
383,platinum-1,10,hovergrave412,0.227,24.833,0.04,12.5,41.666,306,0.452,58.108,8.118,67.708,1.746,44.002,28.616,22.63,47.565,71.408,28.591,58.918,17.146,0.215,
384,platinum-1,10,3d38245751f045659703a4417ebacdf6,0.33,30,0.13,15,26.666,344,0.606,63.43,10.665,67.344,1.367,32.048,35.13,31.624,35.285,69.17,30.829,49.673,22.066,0.471,
385,platinum-1,10,7.66E+16,0.44,28.125,0.16,15.625,23.333,269.6,0.56,58.608,7.158,64.714,1.323,37.712,34.708,34.815,38.344,74.35,25.649,52.28,19.002,0.1,
386,platinum-1,10,ab0cddb9998c4b579b2c91d0510cbfb9,0.504,47.333,0.146,6,41.666,223.1,0.375,55.73,3.6,67.946,1.569,35.84,33.08,29.42,38.815,74.989,25.01,49.013,18.763,0.077,
387,platinum-1,10,b5f6e41e56744f31bf00de345acc655b,0.24,27.777,0.046,11.111,43.333,167,0.26,53.082,2.704,72.009,0.966,41.619,29.565,28.679,40.466,74.167,25.832,51.621,17.343,0.268,
388,platinum-1,10,31566c9732d64e818b91a2e86a2ca171,0.492,41.666,0.198,11.666,34.5,402.7,0.977,61.873,10.536,70.131,1.132,37.753,34.067,32.01,39.116,73.049,26.95,52.436,19.764,0.237,
389,platinum-1,10,0cde2c3ef6010900,0.154,15,0.192,10.833,20,219.5,0.411,56.108,5.929,73.113,1.302,34.563,33.873,31.491,38.787,72.724,27.275,53.632,18.189,0.06,
390,platinum-1,10,b95b2ea6fec2479d803dbafeb22da0dd,0.321,45,0.344,20.833,39.5,272.5,0.494,57.556,6.41,73.851,1.054,30.726,32.214,34.299,29.676,77.042,22.957,52.683,17.285,0.136,
391,gold-3,9,b5f6e41e56744f31bf00de345acc655b,0.24,27.777,0.046,11.111,43.333,167,0.26,53.082,2.704,72.009,0.966,41.619,29.565,28.679,40.466,74.167,25.832,51.621,17.343,0.268,
392,gold-3,9,7.66E+16,0.294,12.333,0.055,11.166,26.666,238.9,0.354,58.3,4.477,58.564,1.604,39.04,30.71,27.411,40.422,72.646,27.353,52.084,22.379,0.179,
393,gold-3,9,5e6d720dfd010900,0.769,39.833,0.079,28.166,31.944,417.9,0.759,71.656,22.059,51.231,5.907,29.638,39.86,42.206,28.899,69.613,30.386,42.114,28.136,0.449,
394,gold-3,9,e6884ac4de8744acb982b85783be1f85,0.666,44,0.209,15.666,50.833,324.2,0.539,64.121,11.502,66.757,3.334,45.383,27.042,25.327,44.01,77.265,22.734,53.072,18.676,0.119,
395,gold-3,9,e8ca717532d74616bb2848b4a7fa7fe0,0.399,26.166,0.069,36.166,39.166,278,0.259,60.221,6.157,59.134,1.4,31.895,33.825,34.765,31.812,72.126,27.873,44.424,25.191,0.109,
396,gold-3,9,c4fd2a3c50dc47168c93703fa2f188b0,0.62,55.666,0.246,24,54.523,317.5,0.58,59.721,6.784,65.743,2.819,36.153,32.996,32.81,34.316,73.133,26.866,49.319,19.915,0.188,
397,gold-3,9,KurtKnoedel,0.47,29.333,0.227,10.666,31.833,404.6,0.909,60.286,9.442,60.631,3.174,29.132,37.901,34.504,34.432,68.244,31.755,47.347,24.262,0.286,
398,gold-3,9,76ef27edf14c4e5085272abd8c8a6b26,0.151,6.666,0.146,13.666,20,314.3,0.079,59.121,6.133,73.166,0.981,36.675,28.756,33.479,31.458,75.016,24.983,52.072,19.461,0.111,
399,gold-3,9,BadPapa22,0.203,6.666,0.17,11.666,12.5,212.8,0.174,51.93,3.773,71.49,1.349,46.129,27.723,28.995,42.38,75.288,24.711,62.732,13.321,0.083,
400,gold-3,9,ca37657503b046ddb45abfb11c5d647c,0.28,53.333,0.13,0,44.166,224.5,0.422,59.695,6.661,60.145,1.934,35.416,32.882,30.432,37.694,72.096,27.903,48.034,21.328,0.115,
401,gold-3,9,643b96e8fc010900,0.368,34.166,0.079,5,48.333,380.2,0.704,63.056,11.857,59.681,2.556,37.889,31.505,32.537,36.381,68.985,31.014,48.966,22.032,0.133,
402,gold-3,9,Briansitoo707,0.177,24.074,0.097,37.037,35,187.2,0.307,59.378,5.995,69.879,1.418,22.626,42.607,31.438,34.107,61.978,38.021,46.093,23.131,0.076,
403,gold-3,9,7.66E+16,0.367,37.333,0.149,2,41.666,369.8,0.862,67.917,16.449,64.07,2.984,38.115,36.87,27.506,46.046,68.526,31.473,56.972,18.166,0.367,
404,gold-3,9,7.66E+16,0.445,20.333,0.176,13.666,30,374,1.582,66.413,19.977,71.882,1.586,41.46,35.044,22.102,53.223,70.66,29.339,54.488,21.779,0.378,
405,gold-3,9,415a0b3de6074b8889583d601767610c,0.59,67.083,0.092,8.333,42.261,374.4,0.661,60.073,7.746,61.302,1.622,33.714,37.053,34.046,35.064,67.97,32.029,43.602,26.88,0.328,
406,gold-3,9,9bb92a3de21396df,0.391,38.888,0.115,19.444,41.666,392.8,0.416,66.06,13.864,62.722,1.25,34.75,35.37,30.333,39.729,69.178,30.821,49.127,20.668,0.188,
407,gold-3,9,31566c9732d64e818b91a2e86a2ca171,0.492,41.666,0.198,11.666,34.5,402.7,0.977,61.873,10.536,70.131,1.132,37.753,34.067,32.01,39.116,73.049,26.95,52.436,19.764,0.237,
408,gold-3,9,8007f138d38fea09,0.298,39.259,0.128,17.037,40,331.1,0.461,58.13,9.537,68.123,2.111,41.742,32.007,35.585,38.061,73.379,26.62,57.806,18.657,0.273,
409,gold-3,9,********,0.324,11.904,0.177,19.047,13.333,322.2,0.445,61.521,10.195,62.796,1.858,38.25,31.231,32.99,35.647,72.265,27.734,51.772,18.991,0.126,
410,gold-3,9,329f210b00000900,0.332,20.833,0.198,16.666,19.166,214.9,0.486,59.034,5.691,62.008,1.394,28.475,39.242,34.258,33.481,65.742,34.257,46.941,23.044,0.174,
411,gold-3,9,7.66E+16,0.263,25.308,0.299,9.259,35,343.9,0.386,58.791,6.519,67.689,2.148,47.784,32.296,37.444,43.422,75.083,24.916,58.089,14.777,0.067,
412,gold-3,9,Talk_WALKINGDEAD,0.146,15.625,0.101,9.375,35,288.7,0.498,58.882,5.508,68.817,2.383,36.129,33.959,27.469,41.643,67.789,32.21,51.759,21.617,0.075,
413,gold-3,9,************,0.349,22.5,0.1,42.5,14.999,328.1,0.432,61.447,8.268,61.594,3.154,31.323,34.38,34.127,31.451,71.84,28.159,50.27,18.992,0.06,
414,gold-3,9,197795ebfc66444ab84439a94f5c3a1d,0.256,25.833,0.098,12.5,33.333,370.2,1.081,67.452,16.007,64.859,2.581,28.978,39.429,29.305,39.722,66.645,33.354,40.465,27.99,0.351,
415,gold-3,9,7.66E+16,0.286,23.333,0.094,5.833,30,323.9,1.009,58.965,7.179,70.141,1.563,33.245,37.239,30.685,38.238,66.839,33.16,46.577,25.825,0.546,
416,gold-3,9,4242fe0000000900,0.475,48.333,0.095,11.666,42.333,218.7,0.339,56.873,4.493,67.961,1.793,29.26,37.354,30.825,37.521,70.315,29.684,45.153,22.563,0.159,
417,gold-3,9,df6ef18bbc3a4f5996f9e6a8ac7f6930,0.321,38.333,0.106,5.833,61.666,324.3,0.263,59.773,7.718,68.878,2.202,36.61,29.138,31.327,32.722,74.084,25.915,54.186,17.077,0.131,
418,gold-3,9,f49269c6398b4179955b2b31ce0faeb1,0.2,15.185,0.178,19.814,26.666,269.2,0.297,54.499,5.435,71.721,1.358,38.856,32.183,27.867,41.039,72.388,27.611,52.866,18.222,0.06,
419,gold-3,9,267b7bcd603244af929b0cfdca948e7b,0.808,64.111,0.27,14.777,50.142,349.3,0.804,63.96,9.591,57.385,6.398,37.841,36.348,36.79,38.595,70.346,29.653,48.737,23.2,0.26,
420,gold-3,9,590659dbf7010900,0.232,37.5,0.056,19.166,58.333,242.5,0.741,56.886,5.732,62.326,1.566,33.87,37.851,32.736,37.98,68.41,31.589,49.213,23.199,0.15,
421,gold-2,8,8d973b628a5f4cf2a94b8e2325606656,0.376,53.518,0.2,13.888,58.999,359.4,0.4,65.352,11.615,66.149,1.995,41.077,31.684,30.267,41.63,75.209,24.79,53.055,16.459,0.04,
422,gold-2,8,b5f6e41e56744f31bf00de345acc655b,0.24,27.777,0.046,11.111,43.333,167,0.26,53.082,2.704,72.009,0.966,41.619,29.565,28.679,40.466,74.167,25.832,51.621,17.343,0.268,
423,gold-2,8,mikestat23,0.278,25.833,0.164,25.833,23.333,159.1,0.412,52.321,3.152,73.597,1.341,39.99,28.997,30.061,37.834,77.541,22.458,57.333,14.385,0.039,
424,gold-2,8,46081687c51e444ea2fcdd22566da78e,0.638,49.285,0.191,18.333,51.249,275.5,0.913,60.943,8.381,69.415,1.203,40.726,35.063,34.067,41.684,69.537,30.462,49.837,21.717,0.503,
425,gold-2,8,b96de12aa76e4b44a8989d8c9699a10c,0.388,27.833,0.139,18.166,44.833,280.9,0.721,63.599,9.685,68.392,2.401,38.495,30.9,32.656,37.395,73.348,26.651,49.257,22.644,0.291,
426,gold-2,8,17adc134ec4147e3bf5ca6a068a709f6,0.291,14.5,0.1,12.333,23.333,214.6,0.612,58.052,6.426,70.188,6.704,33.379,38.235,30.318,43.437,65.404,34.595,49.707,24.446,0.338,
427,gold-2,8,7.66E+16,0.294,12.333,0.055,11.166,26.666,238.9,0.354,58.3,4.477,58.564,1.604,39.04,30.71,27.411,40.422,72.646,27.353,52.084,22.379,0.179,
428,gold-2,8,f2f52fe28a2c49e18dbfaf7d7bb428d0,0.417,30.333,0.134,34,53,320.6,0.813,59.817,4.432,69.346,1.588,28.113,40.747,43.699,27.13,68.025,31.974,43.389,23.716,0.294,
429,gold-2,8,3fbf67fec959491195acb9a5263c80b5,0.254,28,0.077,13,28.333,320.6,0.466,58.182,7.098,61.705,1.913,43.044,32.019,30.653,44.141,75.015,24.984,53.154,16.687,0.06,
430,gold-2,8,97dc5f8324ab4c15911ae8d31234c19a,0.639,38.015,0.054,19.285,38.111,406.8,0.745,62.334,11.705,67.545,1.179,35.848,37.174,37.658,32.762,74.163,25.836,43.67,26.903,0.224,
431,gold-2,8,c1d724c130d64daa86311e6debef33e3,0.12,15.833,0.08,21.5,15,198.2,0.227,56.847,4.688,69.554,1.705,32.23,28.59,27.636,32.636,69.666,30.333,51.88,17.269,0.073,
432,gold-2,8,aa9a804052b348968b8dee0e952b8fcd,0.615,59.333,0.141,15.333,44.833,371.5,0.956,62.552,10.449,50.414,5.567,27.704,42.878,50.537,22.465,67.815,32.184,49.737,22.907,0.113,
433,gold-2,8,hovergrave412,0.227,24.833,0.04,12.5,41.666,306,0.452,58.108,8.118,67.708,1.746,44.002,28.616,22.63,47.565,71.408,28.591,58.918,17.146,0.215,
434,gold-2,8,4e80e896f6010900,0.383,42.333,0.177,15.333,54.999,247.8,0.354,59.078,7.626,66.88,1.647,37.938,32.741,31.934,38.121,71.585,28.414,55.86,15.191,0.057,
435,gold-2,8,Hoppy__Camper,0.388,24.166,0.12,10,25,247,0.314,58.139,4.161,61.067,2.58,29.202,39.302,35.838,33.034,66.587,33.412,49.954,22.612,0.019,
436,gold-2,8,ca37657503b046ddb45abfb11c5d647c,0.28,53.333,0.13,0,44.166,224.5,0.422,59.695,6.661,60.145,1.934,35.416,32.882,30.432,37.694,72.096,27.903,48.034,21.328,0.115,
437,gold-2,8,415a0b3de6074b8889583d601767610c,0.59,67.083,0.092,8.333,42.261,374.4,0.661,60.073,7.746,61.302,1.622,33.714,37.053,34.046,35.064,67.97,32.029,43.602,26.88,0.328,
438,gold-2,8,0dbbb5999bbd4059b65e0cdd56832c59,0.291,40.833,0.262,17.5,44.999,216.2,0.3,56.595,6.1,66.724,1.301,41.755,29.013,26.519,43.701,74.166,25.833,59.424,15.487,0.045,
439,gold-2,8,7.66E+16,0.211,50,0.148,19.791,25.333,228.5,0.429,56.465,4.26,71.371,1.323,31.029,37.471,31.783,34.072,67.634,32.365,49.563,20.661,0.079,
440,gold-2,8,df6ef18bbc3a4f5996f9e6a8ac7f6930,0.321,38.333,0.106,5.833,61.666,324.3,0.263,59.773,7.718,68.878,2.202,36.61,29.138,31.327,32.722,74.084,25.915,54.186,17.077,0.131,
441,gold-2,8,7.66E+16,0.26,13.888,0.04,25.925,20,274.3,0.46,61.16,8.293,64.005,2.131,39.836,32.587,29.862,40.484,72.692,27.307,54.446,17.63,0.22,
442,gold-2,8,531e1a0800000900,0.279,29.375,0.16,16.041,45,241.1,0.459,57.104,5.028,69.528,1.435,35.855,36.692,30.517,41.569,69.505,30.494,49.244,23.024,0.02,
443,gold-2,8,462f6d87467f4626b7ea2c8d6951a7fe,0.297,35.166,0.14,13.666,48.333,472.6,1.286,67.626,16.903,50.967,1.223,32.029,37.285,31.03,36.964,73.617,26.382,41.693,27.958,0.393,
444,gold-2,8,3d1cef70f3010900,0.282,26.785,0.184,23.75,41,324.3,0.318,64.93,10.868,54.872,3.414,30.154,39.234,37.605,32.156,67.465,32.534,51.159,22.781,0.16,
445,gold-2,8,154e3070251349d193ae6e5a8ff0f20f,0.256,12.833,0.04,13.5,24.999,195.1,0.28,58.565,3.919,68.57,1.392,25.211,37.06,35.907,26.346,68.751,31.248,40.498,27.075,0.04,
446,gold-2,8,7.66E+16,0.992,51.738,0.198,29.761,37.999,372.5,0.678,62.278,8.383,62.087,2.344,37.918,34.552,38.989,33.353,76.821,23.178,47.126,24.183,0.158,
447,gold-2,8,f54d5088a1e0482d9baa5b3b0e2ce846,0.478,32.928,0.06,9.5,37.499,304.7,0.751,59.095,5.261,75.219,1.704,37.913,28.949,26.643,40.517,74.21,25.789,44.979,20.358,0.158,
448,gold-2,8,15a1bd239f9a40189cc48e52d6b5578e,0.492,39.38,0.275,27,33.333,260.1,0.317,56.96,4.884,65.956,2.078,39.728,34.76,32.526,40.219,74.799,25.2,49.485,22.949,0.155,
449,gold-2,8,6b84af0abdb94f59b3f5e7585f455b2d,0.31,20,0.2,25,25,165.8,0.16,52.313,3.921,71.958,1.564,56.855,29.965,32.736,51.54,82.558,17.441,63.88,11.039,0.02,
450,gold-2,8,ab0cddb9998c4b579b2c91d0510cbfb9,0.504,47.333,0.146,6,41.666,223.1,0.375,55.73,3.6,67.946,1.569,35.84,33.08,29.42,38.815,74.989,25.01,49.013,18.763,0.077,
